,A_0,X_0,Y_0,A_1,X_1,Y_1,A_2,X_2,Y_2,A_3,X_3,Y_3,A_4,X_4,Y_4,A_5,X_5,Y_5,A_6,X_6,Y_6,A_7,X_7,Y_7,A_8,X_8,Y_8,A_9,X_9,Y_9
0,0.0,19.145671736518644,21.09705965190981,0.0,14.873458777100973,25.966504478767522,5.925298237285089,27.94184158309561,24.138758707876892,6.13050696129991,11.502401014082372,25.294320983813666,0.0,31.208103744620015,4.074628828792121,6.102168201716421,1.502095055695991,14.33547746423689,8.447008706604024,38.45242783785055,25.747552665291547,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.625229558992391,15.071145181340812,8.209865289557237
1,0.0,31.34592427373672,29.308321181348013,0.0,19.741361304647732,46.025807451732376,5.925298237285089,27.94184158309561,24.138758707876892,6.092876719216858,11.533029138505396,25.273160663049033,0.0,49.76730580178355,46.42955902654494,6.102168201716421,1.502095055695991,14.33547746423689,8.509037729206248,38.46204135014764,25.774019485290427,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.625229558992391,15.071145181340812,8.209865289557237
2,0.0,18.04132451771884,27.838709913729787,0.0,37.13555497206346,46.40442498695521,5.9369115061370215,27.931202213426324,24.145646303989103,6.1313479759316305,11.517148855397107,25.28090093097831,0.0,31.208103744620015,4.074628828792121,6.088046578587577,1.5186019453602597,14.339433746710226,8.54780640440048,38.44592850536374,25.76665930634434,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.6634857298710335,15.076830490498036,8.20954612719728
3,0.0,9.371724916794012,11.278349041287422,0.0,33.070397634680226,14.255541815063715,5.963036997276708,27.972504574695158,24.13501730037373,6.135388488924586,11.518615631429272,25.277527463769076,0.0,31.208103744620015,4.074628828792121,6.144895755681166,1.508345365404806,14.342859135991901,8.487893472825748,38.43738887545002,25.77056011946343,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.662250820308047,15.063008014837052,8.200462344797524
4,0.0,4.524015266311371,7.233352911960944,0.0,40.9761701409546,19.47289587328574,5.9369115061370215,27.931202213426324,24.145646303989103,6.1313479759316305,11.517148855397107,25.28090093097831,0.0,31.208103744620015,4.074628828792121,6.088046578587577,1.5186019453602597,14.339433746710226,8.469231043603928,38.42379513477676,25.767209747554727,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.6634857298710335,15.076830490498036,8.20954612719728
5,0.0,40.76801700147242,36.16857312856469,0.0,19.741361304647732,46.025807451732376,5.925298237285089,27.94184158309561,24.138758707876892,6.092876719216858,11.533029138505396,25.273160663049033,0.0,31.208103744620015,4.074628828792121,6.102168201716421,1.502095055695991,14.33547746423689,8.509037729206248,38.46204135014764,25.774019485290427,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.625229558992391,15.071145181340812,8.209865289557237
6,0.0,41.4528503750403,10.546542156503575,0.0,26.362098706754743,19.219820880380645,5.9369115061370215,27.931202213426324,24.145646303989103,6.10369689136205,11.513845990281474,25.270718329369164,0.0,31.208103744620015,4.074628828792121,6.088046578587577,1.5186019453602597,14.339433746710226,8.545286598569659,38.43636231214107,25.79380135559895,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.6634857298710335,15.076830490498036,8.20954612719728
7,0.0,41.0992108768316,18.855489404395758,0.0,44.459057507608705,1.4306791232921445,6.0643165331943,27.948653910351066,24.144435816482194,6.1658960331370825,11.503910392287304,25.302524202079155,0.0,31.208103744620015,4.074628828792121,6.048288150615354,1.4976176735224482,14.34854501248282,8.478275276640513,38.45876829068096,25.76998603841513,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.6634857298710335,15.076830490498036,8.20954612719728
8,0.0,42.361721489818706,28.448317460903024,0.0,27.401310768996197,37.35271630149704,5.925298237285089,27.94184158309561,24.138758707876892,6.012584125105706,11.49999867198899,25.296824419460854,0.0,31.208103744620015,4.074628828792121,6.102168201716421,1.502095055695991,14.33547746423689,8.396024230347615,38.458260278096596,25.783038846696563,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.625229558992391,15.071145181340812,8.209865289557237
9,0.0,11.148436892729514,17.067556830037372,0.0,9.899845275551828,31.332081369652933,6.052950931777579,27.936016560689833,24.123970309004527,6.095444381037913,11.499063010432401,25.252827642690225,0.0,31.208103744620015,4.074628828792121,6.06747670288509,1.5326234711225037,14.341540167833015,8.451184516448597,38.44111331860295,25.775540232746327,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.657337968687493,15.075016292312773,8.199822693959277
10,0.0,5.772965199728475,37.12600165986753,0.0,17.77697383961638,37.08152633814267,5.94527647706821,27.973624447713213,24.126698718201432,6.154199702512114,11.516440294863049,25.27709935789316,0.0,31.208103744620015,4.074628828792121,6.126673876375129,1.479507053507839,14.348298293985634,8.481599308818245,38.449856371782445,25.765040933326528,0.0,24.328054963193857,13.671799080491176,0.0,28.09461922013337,21.737157199466782,5.622869745869481,15.080456477371365,8.201682242437059
