,A_0,X_0,Y_0,A_1,X_1,Y_1,A_2,X_2,Y_2,A_3,X_3,Y_3,A_4,X_4,Y_4,A_5,X_5,Y_5,A_6,X_6,Y_6,A_7,X_7,Y_7
0,0.0,47.2133986038622,18.313422427559335,5.755073059538073,15.298797472417357,8.328947124108046,8.673535819682158,38.53230624066057,25.74714885796492,0.0,14.663428325083627,29.443681053196357,0.0,46.23975316293206,40.97621169891487,6.096902432445449,1.5524842967782817,14.46881571711425,6.693477652581026,11.522010443140973,25.205079299316047,0.0,29.967787853981147,30.57307498291942
1,0.0,2.1892043357104427,41.52626101369214,6.053352852949345,1.5535229218868996,14.4382506572706,8.662804881057461,38.545173436873284,25.75086852288187,0.0,26.291276663181556,48.08770480056733,0.0,48.03847087489984,13.270969494650132,6.291988142900316,11.482355991449541,25.203033263701418,5.79058895237214,15.251893922633329,8.344072017279762,0.0,40.84386264062999,17.6283146006836
2,0.0,14.564248025511473,22.186574327987678,6.049211007591018,1.5686291253544198,14.457184630557125,8.738745161059885,38.542661719917035,25.75963217491733,0.0,26.291276663181556,48.08770480056733,0.0,48.03847087489984,13.270969494650132,6.298203398306476,11.449802621520613,25.22743317975288,5.801915981573741,15.313880450586172,8.333840990467253,0.0,40.84386264062999,17.6283146006836
3,0.0,38.507374177761555,21.000247982863684,6.100452412039554,1.547881129165907,14.463579862509311,8.717396251038373,38.53120712573707,25.74066472570465,0.0,19.15655170678594,38.03195909405379,0.0,42.75354835092664,8.425897585120106,6.280139400906073,11.450024196577196,25.22593304347578,5.729462282505648,15.292939622375668,8.337541377777532,0.0,40.84386264062999,17.6283146006836
4,6.320643554871666,11.474197823713906,25.24954005206893,0.0,34.55222432241904,46.57921275024795,6.030778434741966,1.5531601931648926,14.433799880406875,0.0,32.19661050193226,35.80819101937372,0.0,14.009978991619644,10.055677956969694,0.0,38.82423065537866,34.62935307587177,5.75976763977133,15.318164377302164,8.32655201331636,8.600549583714574,38.54231170717997,25.718769982881057
5,0.0,47.00697080123027,6.922980185872307,0.0,13.489975145411941,10.075530013638161,6.109409541346024,1.538216449399021,14.421539049601222,0.0,41.84025489450558,27.10947599783343,8.640385031227432,38.533666058699346,25.746360515285502,0.0,15.473276520411172,4.507640262539914,5.7352926922045,15.275336317359981,8.339354377554075,6.293697633692595,11.46224733324694,25.218561538435516
6,0.0,10.773113889103996,14.282841568306303,6.010907693334238,1.5228750941567843,14.461395852854166,8.695747463252232,38.53340687988052,25.75225760219019,0.0,26.291276663181556,48.08770480056733,0.0,48.03847087489984,13.270969494650132,6.274553341957117,11.451066770875887,25.200125936565694,5.726427781354438,15.30784604142142,8.333718030461606,0.0,40.84386264062999,17.6283146006836
7,0.0,43.08184416533973,11.938037448197425,5.942524636261583,1.584682759740419,14.430096046277976,8.738745161059885,38.542661719917035,25.75963217491733,0.0,26.291276663181556,48.08770480056733,0.0,48.03847087489984,13.270969494650132,6.211310495802027,11.480055002883168,25.229536659003454,5.973691468103922,15.391277569868947,8.28916518699992,0.0,40.84386264062999,17.6283146006836
8,0.0,12.118900035886076,2.440784189055334,6.036982914229111,1.5667840984403254,14.445544294585655,8.66087097428968,38.5404331349726,25.766183462905033,0.0,26.291276663181556,48.08770480056733,0.0,48.03847087489984,13.270969494650132,6.333792344678026,11.462903704130374,25.22410123514176,5.752138433190345,15.2918144919467,8.33513350218468,0.0,40.84386264062999,17.6283146006836
9,0.0,11.30481577252594,14.262701814844824,6.035375364737022,1.5426534412044004,14.446684032101706,6.274427750572955,11.491568506415451,25.22366455207729,5.737537023449755,15.307449102208974,8.34057291590581,0.0,49.53029494328956,21.81012835241799,8.608567427506062,38.55315423244036,25.74768709793461,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
10,0.0,23.637921789624045,7.614837400406266,0.0,31.217674145527713,32.858758963903604,6.053310927015571,1.5515057762189552,14.449124248367145,0.0,40.56185232682088,39.38255630372073,0.0,14.009978991619644,10.055677956969694,6.314429372776629,11.480257998344129,25.21824634916134,5.747787512219473,15.2945805588774,8.345287171205284,8.686150789891615,38.52599825472777,25.736837837053038
11,0.0,10.555995067768315,8.364209992148552,6.035375364737022,1.5426534412044004,14.446684032101706,6.258349653392513,11.469174921881779,25.19209671312745,5.778141619236829,15.274044879603801,8.355476867968337,0.0,49.53029494328956,21.81012835241799,8.653251058371815,38.543216561915685,25.761894087057264,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
12,0.0,44.64464179894942,36.52420941188023,0.0,21.373978847457504,34.010985360242806,5.998593372354821,1.545763830387935,14.447963664954854,0.0,15.590872504788472,49.405724281521586,0.0,14.009978991619644,10.055677956969694,6.384085289005534,11.501636243234763,25.221097464751185,5.747787512219473,15.2945805588774,8.345287171205284,8.649475667589824,38.550184254853896,25.732403471608144
13,0.0,29.87563215894774,47.60875734330637,6.035375364737022,1.5426534412044004,14.446684032101706,6.283643808670224,11.459644258510567,25.20732788713693,5.77241574502119,15.292015290227999,8.345071765970799,0.0,49.53029494328956,21.81012835241799,8.70484006116506,38.54828599699296,25.741908500006808,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
14,0.0,15.167040087741206,37.26899404456362,6.035375364737022,1.5426534412044004,14.446684032101706,6.283643808670224,11.459644258510567,25.20732788713693,5.773447438260653,15.289563507848479,8.343458616195448,0.0,49.53029494328956,21.81012835241799,8.663785593018503,38.5472849879032,25.76996577361018,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
15,0.0,22.182320406783596,33.27081529936004,0.0,24.924159285083004,20.662320729828593,6.037619515962991,1.5787074163821924,14.428598254892705,6.312727425728719,11.486212209490805,25.215463950470618,0.0,33.42229825885313,9.771318055422674,8.866096954371393,38.519317673194514,25.746823301068563,0.0,0.672605613609345,33.94140996343404,5.73422183279763,15.296881576972957,8.351468390935107
16,0.0,41.437904612946475,42.30624358977867,6.035375364737022,1.5426534412044004,14.446684032101706,6.263510325401646,11.480686520901655,25.2120097609617,5.777821051794183,15.293087125336275,8.340842061636273,0.0,49.53029494328956,21.81012835241799,8.62307484558167,38.541450902597056,25.746399164624357,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
17,0.0,8.194353694965512,26.52551116951719,6.066613786151606,1.5455637275541385,14.451790941394497,8.687569078795075,38.561938427322445,25.762845993886796,0.0,26.291276663181556,48.08770480056733,0.0,13.864759789617004,9.561865253731611,6.332937269819378,11.474622440707302,25.198271383951614,5.789023927032024,15.291256563759468,8.328598880361461,0.0,40.84386264062999,17.6283146006836
18,0.0,46.78487007833209,2.67038921785821,6.035375364737022,1.5426534412044004,14.446684032101706,6.250065119069568,11.4862452234288,25.225271978168482,5.737564359164442,15.275513796101656,8.360860762252281,0.0,49.53029494328956,21.81012835241799,8.608567427506062,38.55315423244036,25.74768709793461,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
19,0.0,17.747454787453478,45.22957806742135,5.985761255669189,1.5530701078929245,14.4334033021245,6.283643808670224,11.459644258510567,25.20732788713693,5.803091621929707,15.264535982540643,8.311007673804033,0.0,49.53029494328956,21.81012835241799,8.618232559255873,38.55197113483037,25.744773539135412,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
20,0.0,9.737147240033794,38.42140472480627,6.098844348620763,1.5746569632736747,14.464660328806845,6.283643808670224,11.459644258510567,25.20732788713693,5.77594808243484,15.295986332865619,8.335265107243401,0.0,49.53029494328956,21.81012835241799,8.684411821986599,38.53997086680883,25.739749269762306,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
21,0.0,0.5280747778035166,2.140005252231647,5.981616675005999,1.5646278296982354,14.465735928206099,6.250065119069568,11.4862452234288,25.225271978168482,5.737537023449755,15.307449102208974,8.34057291590581,0.0,49.53029494328956,21.81012835241799,8.665926800773173,38.54706727953289,25.75897129932516,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
22,0.0,45.675892533057294,11.974952900796259,6.090905949428833,1.5470436399689007,14.464762838067944,8.633762340019524,38.54275913700572,25.747978281813648,0.0,26.291276663181556,48.08770480056733,0.0,48.03847087489984,13.270969494650132,6.261014660850341,11.463840317644532,25.197390736889428,5.872408429362636,15.262257544694382,8.326753165296989,0.0,40.84386264062999,17.6283146006836
23,0.0,9.166478358594437,43.05894046641663,0.0,34.55222432241904,46.57921275024795,6.047292663093324,1.5582714015230066,14.448817812930052,0.0,15.590872504788472,49.405724281521586,0.0,14.009978991619644,10.055677956969694,6.365748062153669,11.501699140275703,25.222499681098334,5.747787512219473,15.2945805588774,8.345287171205284,8.686150789891615,38.52599825472777,25.736837837053038
24,0.0,13.02307299366543,38.18583418788037,6.035375364737022,1.5426534412044004,14.446684032101706,6.291115301502107,11.467410014317016,25.2192025255985,5.738478373646445,15.29364440130032,8.328138994557724,0.0,3.891422268995337,7.257959154197819,8.670742021511192,38.54061082488248,25.73890139062898,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
25,0.0,21.87066665363831,16.295856905188703,6.035375364737022,1.5426534412044004,14.446684032101706,6.283643808670224,11.459644258510567,25.20732788713693,5.750583702687584,15.254771193860003,8.32667330818727,0.0,49.53029494328956,21.81012835241799,8.668442386977764,38.55065086058081,25.767107968166776,0.0,32.515780221821984,38.283449345831855,0.0,36.80226600243246,36.35347481120808
26,0.0,2.295918962854915,32.542057526776595,0.0,35.83807508554047,28.27705774130257,8.667423398399738,38.541797117563135,25.760537151530865,6.31037646360236,11.451872115069408,25.211374705890417,5.819813821397024,15.319867399003233,8.326771134035203,0.0,2.33972508189354,8.744536758805527,6.075338558311483,1.5139719635725692,14.441126556312986,0.0,17.951578995674765,43.42220666364287
